Account No,,,Pin No,BALANCE AMT
409000362497',,,154272,-1896653862
409000362497',,,162652,-1896658598
409000362497',,,846124,-1896659295
409000362497',,,712560,-1896659393
409000362497',,,343287,-1896662193
409000362497',,,272505,-1898030490
409000362497',,,401440,-1898714272
409000362497',,,706028,-1898744472
409000362497',,,845013,-1898851328
409000362497',,,710018,-1899039676
409000362497',,,366861,-1899047474
409000362497',,,710535,-1899053389
409000362497',,,620887,-1899056680
409000362497',,,634200,-1899061416
409000362497',,,170626,-1899062113
409000362497',,,979307,-1899062211
409000362497',,,215094,-1899065011
409000362497',,,833915,-1900433308
409000362497',,,391126,-1901117090
409000362497',,,416158,-1901147290
409000362497',,,150560,-1901254146
409000362497',,,754325,-1901246348
409000362497',,,667936,-1901240433
409000362497',,,854496,-1901237142
409000362497',,,441951,-1901232406
409000362497',,,949279,-1901231709
409000362497',,,591190,-1901231611
409000362497',,,238484,-1901228811
409000362497',,,667257,-1899860514
409000362497',,,789226,-1899176732
409000362497',,,826866,-1899146532
409000362497',,,328370,-1899039676
409000362497',,,543658,-1898539676
409000362497',,,136416,-1898039676
409000362497',,,961156,-1897539676
409000362497',,,949644,-1897039676
409000362497',,,758193,-1897074424
409000362497',,,631884,-1897076704
409000362497',,,809297,-1897076915
409000362497',,,474668,-1897088961
409000362497',,,580542,-1899097221
409000362497',,,407385,-1899135233
409000362497',,,802388,-1899171842
409000362497',,,289013,-1899509077
409000362497',,,611347,-1899514684
409000362497',,,477286,-1899014684
409000362497',,,521864,-1898514684
409000362497',,,607766,-1898014684
409000362497',,,510269,-1897514684
409000362497',,,361565,-1897014684
409000362497',,,397285,-1897044712
409000362497',,,562129,-1896844712
409000362497',,,227173,-1896644712
409000362497',,,799798,-1896444712
409000362497',,,694773,-1896451235
409000362497',,,261009,-1896459245
409000362497',,,991781,-1896494501
409000362497',,,730845,-1896497342
409000362497',,,318985,-1896506613
409000362497',,,712864,-1896508288
409000362497',,,556254,-1897306799
409000362497',,,305602,-1897473024
409000362497',,,791309,-1899835481
409000362497',,,338654,-1899836109
409000362497',,,402077,-1899836247
409000362497',,,696893,-1899837942
409000362497',,,928297,-1899865623
409000362497',,,627299,-1896865623
409000362497',,,709921,-1897147984
409000362497',,,827370,-1897377659
409000362497',,,124641,-1897481417
409000362497',,,480479,-1897527435
409000362497',,,679563,-1899301148
409000362497',,,513278,-1899318301
409000362497',,,346222,-1899321819
409000362497',,,422394,-1899323350
409000362497',,,719910,-1899327395
409000362497',,,574138,-1899463168
409000362497',,,867063,-1898963168
409000362497',,,643963,-1897963168
409000362497',,,156434,-1897663168
409000362497',,,390064,-1897363168
409000362497',,,218173,-1897442180
409000362497',,,311070,-1897651613
409000362497',,,490984,-1897899087
409000362497',,,380735,-1898217794
409000362497',,,821700,-1897217794
409000362497',,,157764,-1896217794
409000362497',,,208417,-1896017794
409000362497',,,126612,-1895717794
409000362497',,,874646,-1895803881
409000362497',,,209661,-1895814751
409000362497',,,784470,-1896121231
409000362497',,,726447,-1896286012
409000362497',,,964224,-1896626337
409000362497',,,173326,-1896634041
409000362497',,,437637,-1896654782
409000362497',,,563425,-1896658696
409000362497',,,308709,-1896659259
409000362497',,,124006,-1896659357
409000362497',,,474686,-1896671648
409000362497',,,459869,-1898273563
409000362497',,,740803,-1899601343
409000362497',,,157233,-1900418470
409000362497',,,289568,-1900534114
409000362497',,,419763,-1900903063
409000362497',,,173760,-1899903063
409000362497',,,104282,-1898903063
409000362497',,,673718,-1898603063
409000362497',,,978695,-1898403063
409000362497',,,121534,-1898482204
409000362497',,,294306,-1898490203
409000362497',,,954706,-1898771190
409000362497',,,728867,-1898945664
409000362497',,,508029,-1898986654
409000362497',,,142352,-1899010487
409000362497',,,529016,-1899022462
409000362497',,,509505,-1899033701
409000362497',,,718035,-1899035714
409000362497',,,585542,-1899954233
409000362497',,,923125,-1900156832
409000362497',,,467464,-1899856832
409000362497',,,636912,-1899656832
409000362497',,,414532,-1898656832
409000362497',,,542764,-1898456832
409000362497',,,911666,-1898505367
409000362497',,,646060,-1898536815
409000362497',,,822359,-1898635208
409000362497',,,965310,-1898635355
409000362497',,,100666,-1898650274
409000362497',,,315708,-1898652208
409000362497',,,771768,-1898656708
409000362497',,,875064,-1898683427
409000362497',,,247491,-1899684014
409000362497',,,320902,-1899730224
409000362497',,,752185,-1899935126
409000362497',,,608349,-1898935126
409000362497',,,979823,-1897935126
409000362497',,,684986,-1898169423
409000362497',,,320034,-1898195423
409000362497',,,488680,-1898225620
409000362497',,,592239,-1898357724
409000362497',,,150700,-1898371689
409000362497',,,522765,-1898384893
409000362497',,,109054,-1899333437
409000362497',,,137847,-1899336398
409000362497',,,188010,-1899431171
409000362497',,,670410,-1899881060
409000362497',,,745063,-1898881060
409000362497',,,861719,-1897881060
409000362497',,,143945,-1898158873
409000362497',,,949100,-1898160873
409000362497',,,643551,-1898527887
409000362497',,,384104,-1898852136
409000362497',,,983808,-1898958460
409000362497',,,817116,-1899003678
409000362497',,,484957,-1899007458
409000362497',,,338271,-1899014038
409000362497',,,302550,-1900191893
409000362497',,,511621,-1900666840
409000362497',,,161679,-1899666840
409000362497',,,204419,-1898666840
409000362497',,,722095,-1897666840
409000362497',,,393711,-1897810298
409000362497',,,995067,-1897816298
409000362497',,,276121,-1897956617
409000362497',,,485735,-1898135957
409000362497',,,810134,-1898249167
409000362497',,,342938,-1898552826
409000362497',,,257164,-1898557219
409000362497',,,625885,-1898559035
409000362497',,,745459,-1898559163
409000362497',,,913057,-1898565189
409000362497',,,835417,-1898576479
409000362497',,,258079,-1899923272
409000362497',,,908498,-1900978628
409000362497',,,250885,-1900980628
409000362497',,,919838,-1901104674
409000362497',,,915720,-1901588646
409000362497',,,565231,-1900588646
409000362497',,,815130,-1899588646
409000362497',,,224432,-1898588646
409000362497',,,650793,-1897588646
409000362497',,,466608,-1897725283
409000362497',,,731657,-1897797283
409000362497',,,906453,-1898185749
409000362497',,,111194,-1898593590
409000362497',,,202836,-1898617862
409000362497',,,522475,-1898654490
409000362497',,,833166,-1898659042
409000362497',,,345316,-1898659671
409000362497',,,738614,-1898659866
409000362497',,,251931,-1899859228
409000362497',,,609066,-1899927091
409000362497',,,533801,-1900594455
409000362497',,,770994,-1900094455
409000362497',,,111318,-1899594455
409000362497',,,937466,-1899094455
409000362497',,,708557,-1898594455
409000362497',,,178266,-1898294455
409000362497',,,996759,-1897994455
409000362497',,,412196,-1898089000
409000362497',,,630488,-1898106951
409000362497',,,787670,-1898327810
409000362497',,,898217,-1898642241
409000362497',,,140310,-1898670863
409000362497',,,787885,-1898677991
409000362497',,,881648,-1898678249
409000362497',,,253991,-1898680916
409000362497',,,605108,-1898710362
409000362497',,,207458,-1900279491
409000362497',,,396505,-1900337928
409000362497',,,279016,-1900966660
409000362497',,,289654,-1899966660
409000362497',,,157517,-1898966660
409000362497',,,189847,-1898766660
409000362497',,,395205,-1898566660
409000362497',,,776893,-1898591203
409000362497',,,900090,-1898593203
409000362497',,,768101,-1898635522
409000362497',,,420782,-1898656516
409000362497',,,562957,-1898663021
409000362497',,,624450,-1898668859
409000362497',,,894811,-1898670825
409000362497',,,820226,-1898670932
409000362497',,,324782,-1898671505
409000362497',,,170522,-1898675224
409000362497',,,184781,-1900119619
409000362497',,,694010,-1900164161
409000362497',,,547490,-1900475916
409000362497',,,132305,-1899975916
409000362497',,,927568,-1899475916
409000362497',,,856185,-1898975916
409000362497',,,933175,-1898675916
409000362497',,,505092,-1898175916
409000362497',,,584637,-1898609881
409000362497',,,582409,-1898617881
409000362497',,,463109,-1898764567
409000362497',,,341230,-1899195245
409000362497',,,205751,-1899235231
409000362497',,,184650,-1899236607
409000362497',,,606953,-1900424213
409000362497',,,272403,-1900426129
409000362497',,,745180,-1900426968
409000362497',,,161203,-1900864299
409000362497',,,930068,-1900903830
409000362497',,,378467,-1900703830
409000362497',,,695908,-1900203830
409000362497',,,103791,-1899703830
409000362497',,,427034,-1899403830
409000362497',,,481446,-1898903830
409000362497',,,352099,-1898925830
409000362497',,,292348,-1898933359
409000362497',,,775280,-1899353751
409000362497',,,588919,-1899805751
409000362497',,,261587,-1899305751
409000362497',,,141669,-1898805751
409000362497',,,799285,-1898305751
409000362497',,,359302,-1897805751
409000362497',,,974723,-1897861807
409000362497',,,353081,-1897875307
409000362497',,,323924,-1897898976
409000362497',,,239646,-1897982130
409000362497',,,610496,-1897990094
409000362497',,,790100,-1898026084
409000362497',,,680913,-1898037877
409000362497',,,871457,-1898040402
409000362497',,,745036,-1898044410
409000362497',,,910337,-1899356365
409000362497',,,180127,-1900523703
409000362497',,,853162,-1901111733
409000362497',,,241208,-1901215008
409000362497',,,887673,-1901220419
409000362497',,,937696,-1900720419
409000362497',,,297942,-1900220419
409000362497',,,574811,-1899720419
409000362497',,,844748,-1899739219
409000362497',,,913730,-1899764379
409000362497',,,627882,-1900456754
409000362497',,,504889,-1900471097
409000362497',,,818155,-1900481523
409000362497',,,934209,-1900484483
409000362497',,,912678,-1900498735
409000362497',,,715491,-1901322901
409000362497',,,819788,-1901348355
409000362497',,,875122,-1900848355
409000362497',,,778943,-1900348355
409000362497',,,704070,-1899848355
409000362497',,,744647,-1899348355
409000362497',,,977453,-1899048355
409000362497',,,172628,-1899072934
409000362497',,,136137,-1899211121
409000362497',,,781509,-1899239321
409000362497',,,767553,-1899250619
409000362497',,,731738,-1899274220
409000362497',,,886020,-1899277027
409000362497',,,991839,-1899281442
409000362497',,,800242,-1899281568
409000362497',,,634322,-1899282259
409000362497',,,332409,-1900307198
409000362497',,,209662,-1900348226
409000362497',,,948877,-1900379645
409000362497',,,518445,-1900778409
409000362497',,,269039,-1900778410
409000362497',,,723304,-1901334626
409000362497',,,115521,-1901721583
409000362497',,,464923,-1902053810
409000362497',,,213652,-1902056786
409000362497',,,305255,-1902056976
409000362497',,,347427,-1902057661
409000362497',,,986554,-1902061969
409000362497',,,173930,-1903164525
409000362497',,,705582,-1903214955
409000362497',,,814122,-1903014955
409000362497',,,484416,-1902814955
409000362497',,,130294,-1902614955
409000362497',,,292201,-1901614955
409000362497',,,868672,-1901675412
409000362497',,,895377,-1901689122
409000362497',,,925701,-1902076277
409000362497',,,108052,-1902416098
409000362497',,,620728,-1902689852
409000362497',,,547587,-1902704068
409000362497',,,534197,-1902711031
409000362497',,,356852,-1902718399
409000362497',,,963129,-1902718687
409000362497',,,691790,-1902719103
409000362497',,,916543,-1902719910
409000362497',,,271149,-1903306490
409000362497',,,509865,-1903356628
409000362497',,,629753,-1903156628
409000362497',,,168243,-1902956628
409000362497',,,164753,-1902756628
409000362497',,,836608,-1902556628
409000362497',,,541822,-1902356628
409000362497',,,637607,-1902156628
409000362497',,,500128,-1901956628
409000362497',,,919860,-1901756628
409000362497',,,191858,-1901790187
409000362497',,,338805,-1901797187
409000362497',,,491159,-1901823872
409000362497',,,917510,-1901883061
409000362497',,,338203,-1901899614
409000362497',,,591115,-1901911273
409000362497',,,113697,-1901925136
409000362497',,,222089,-1901931163
409000362497',,,559777,-1901934201
409000362497',,,293556,-1901936974
409000362497',,,242462,-1901937089
409000362497',,,965748,-1902829074
409000362497',,,884244,-1903716006
409000362497',,,437453,-1904534754
409000362497',,,862184,-1904627521
409000362497',,,495335,-1904632307
409000362497',,,739985,-1904432307
409000362497',,,738982,-1904132307
409000362497',,,376901,-1903132307
409000362497',,,875624,-1902132307
409000362497',,,528312,-1902139042
409000362497',,,483223,-1902142042
409000362497',,,673581,-1902601687
409000362497',,,884159,-1902830991
409000362497',,,191047,-1902885287
409000362497',,,733029,-1902904681
409000362497',,,672719,-1902904863
409000362497',,,178266,-1902904923
409000362497',,,758959,-1902938759
409000362497',,,446923,-1903503507
409000362497',,,646642,-1903544235
409000362497',,,234541,-1903344235
409000362497',,,371387,-1902344235
409000362497',,,668890,-1902144235
409000362497',,,213671,-1902161872
409000362497',,,544407,-1902172872
409000362497',,,455168,-1902197437
409000362497',,,425283,-1902205453
409000362497',,,361359,-1902209765
